id,text,classification,type_of_antisemitism,image_url
1.2931550077354967e+18,She famously attacked left wing Jews. This is also spectacularly distasteful.,0,,https://pbs.twimg.com/media/EfI1n7wWoAYce-I.jpg
1.292974078572331e+18,Why did the first Jewish president of a progressive theological seminary abruptly resign? He was likely forced out because he's a Zionist,0,,https://pbs.twimg.com/media/EfGREpkWAAE1bDj.png
1.2775712501734605e+18,"We read Zog this morning and thought about how he never gave up and whenever he was finding it tricky to learn a new skill, he got some help from his friend, Princess Pearl. We thought about when we have learnt new skills and who helped us and did some writing about it.",0,,https://pbs.twimg.com/media/EbrYRy2WkAAbl6h.jpg
1.2808441635426383e+18,"This morning, KS1 have been making Zog story maps. They are using them to retell the story to each other. Who else is enjoying the story? 🐲🧙‍♀️🐉",0,,https://pbs.twimg.com/media/EcZ4-IdWsAErSdk.jpg
1.2933510020079944e+18,Survey: Jews attend virtual services less than Christians - Sun Sentinel,1,2.0,https://pbs.twimg.com/media/EfLn4eVUMAAt1zK.jpg
1.2915653921464689e+18,"Some long-awaited non-Chinese games finally got their publishing licences yesterday- including COD mobile, Ring Fit Adventure, Human Fall Flat, etc. (My colleagues working on HFF have finally left no-license limbo and entered game-ship hell)",0,,https://pbs.twimg.com/media/EeyP0jwU0AAWR_a.jpg
1.2932530972722463e+18,"Exactly three years ago today the #Charlottesville riots, which lasted 48 hours and shook the American landscape, began. Trump-empowered #Nazis marched in this Virginia university town to protest the removal of #ConfederateStatues. “The #Jews will not replace us,” they exclaimed",1,3.0,https://pbs.twimg.com/media/EfKKBCOXkAE1Pld.jpg
1.278415083597697e+18,Taking the Zog Trail at Cannock Chase,0,,https://pbs.twimg.com/media/Eb3Xvk2XQAIx7KW.jpg
1.2853560604553787e+18,"If you’re looking for a story that encourages good values, persistence, and breaking the mold of who everyone says you should be, then ZOG is just what the dragon ordered! Check out this lovable tale &amp; an activity inspired by the film on the #JBFCedu blog:",0,,https://pbs.twimg.com/media/EdI_PuFXYAALmi7.jpg
1.2931743231639224e+18,"Balfour is most well known for the Balfour Declaration, offering Palestine as a homeland for Jews. I always suspected it was motivated by anti-Semitism.",0,,https://pbs.twimg.com/media/EfJHMPIXYAIIjAo.jpg
1.29103981367262e+18,#Beirut_Explosion #Corruption - Your Corruption is killing us alive !!!!!,0,,https://pbs.twimg.com/media/Eeqx3BxWAAADrXV.jpg
1.2932083968214095e+18,"as the greatest president ever of America, the greatest country ever.  #MAGA #KAG",0,,https://pbs.twimg.com/media/EfJmLqIXgAExDoT.jpg
1.2913770141470884e+18,"Indictment(s) 👍 Go ahead, call me an optimist....",0,,https://pbs.twimg.com/media/EevkjP6XgAIMk4Z.jpg
1.275821709640323e+18,#loveatenframe #zog @juliadonaldson,0,,https://pbs.twimg.com/media/EbSg_u7WsAIFgqs.jpg
1.2933115959011492e+18,"This guy just thinks Adelson is a (((puppetmaster))) in control of everything. It’s exactly what ppl accuse Soros of, and what antisemites have accused Jews of for over a century.",0,,https://pbs.twimg.com/media/EfLECTxUwAAtrkj.jpg
1.2932210363984486e+18,"She didn’t like when I said she wouldn’t speak out against Wiley’s antisemitism binge. Rather than prove me wrong, she just blocked me, as she seems to do to many other Jews.  Corbyn’s shadow cabinet of her, Richard ‘Zionism is the enemy of peace’ Burgon, Williamson etc  etc 🤷‍♂️",0,,https://pbs.twimg.com/media/EfJxrVjXgAI92pB.jpg
1.2931735678704353e+18,She has a history of hateful Zionist statements.,0,,https://pbs.twimg.com/media/EfJGgHTXkAEaXvl.jpg
1.293156072400679e+18,Patton was killed by his own side.   He was ready to take on Russia and end the red menace.   Zionist did not like him taking out their puppet  Trump and Patton are parts of the same soil not reincarnation,1,0.0,https://pbs.twimg.com/media/EfI2lzsUcAA-QL0.jpg
1.3160176770983404e+18,Tidying up after a graphic design history class. Not pictured: the gigantic 17th c Torah we have because a bygone donor had An Idea,0,,https://pbs.twimg.com/media/EkNvGhCVgAMpyI0.jpg
1.293280199853908e+18,"Jews, who are the actual ""Palestinians,"" in the first place, aren't stealing anything by remaining there, microNazi.  Speaking of land theft, microNazi... ",0,,https://pbs.twimg.com/media/EfKne_DXsAUemVq.jpg
1.2852696072223212e+18,"And, just like that..carbon dioxide became a good thing..",0,,https://pbs.twimg.com/media/EdYs1hKWoAM0uuJ.jpg
1.2932898556618097e+18,"My grandfather befriended a man who told him the British needed an engineer in Tanganyika. . . . He became the only fix-it person — and one of a handful of Jews — in a Polish refugee camp in Africa. — from “Work” (Readers Write), Heidi Harrison",0,,https://pbs.twimg.com/media/EfKwRNDXgAAHKDP.jpg
1.2932302299184865e+18,"Nonsense. Christians are safer in Syria - or were - before the genocidal regime change proxy war was launched than they are in Apartheid Israel where tens of thousands have been ethnically cleansed. As for Israel, its practices &amp; policies meet the legal definition of #Apartheid.",0,,https://pbs.twimg.com/media/EfJ5BjGWoAEk6yF.png
1.2931592783296307e+18,I Wonder if he is parroting his studios opinions?.. What better ploy to knock Israel than to have your major star from a Jewish Themed movie Debuting to utter anti Israel rants..Seth Rogan cant be that stupid. . Rogan's actions are suspicious &amp; Disturbing.,0,,https://pbs.twimg.com/media/EfI5gryXgAA_Onb.jpg
1.2926835232334275e+18,"Creepy Joe and now Trump. Ironically to some, both men appear to be owned by the same Zionist Puppet Masters. Biden to the Zionist Wall Street Bankers pockets like nickels and dimes in a Godfather Movie and Trump to the Zionists leading Apartheid Israel over alleged compromise",1,0.0,https://pbs.twimg.com/media/EfCIzhnUwAAU7oS.jpg
1.2800937036175114e+18,we read zog and decided to make our very own zog and a home for him 😊,0,,https://pbs.twimg.com/media/EcPOb4VX0AYKClE.jpg
1.2932468169983713e+18,Read what these #Israeli Ministers say &amp; have a good look at them. They are #Zionist #CRIMINAL #racist #colonisers occupying ILLEGAL settlements in #Palestine who do not believe in Human Rights &amp; are NOT the #ChosenPeople. In fact they are IMPOSTERS who are OPPOSITE to #TrueJews.,1,0.0,https://pbs.twimg.com/media/EfKJH7aXoAEngni.jpg
1.2920258764991078e+18,"I was just thinking about this and thought of how laughable the antisemitism of MAGA dumbasses and some tradcaths is. Barr, Trump's most devoted bagman and an absolute Catholic fanatic, is ethnically Jewish. And they still think there's a ZOG plot do take down Trump or some shit.",0,,https://pbs.twimg.com/media/Ee4yo8OXkAYY-uA.png
